0	-0.0785386
0.001	0.019484
0.002	0.0151918
0.003	0.129902
0.004	0.0624805
0.005	0.115985
0.006	0.0337387
0.007	0.0624068
0.008	-0.263404
0.009	0.0799336
0.01	0.189096
0.011	0.107794
0.012	-0.0381694
0.013	0.147883
0.014	0.0946001
0.015	0.0252338
0.016	0.0964328
0.017	0.174863
0.018	-0.0161079
0.019	0.0960474
0.02	0.172917
0.021	0.295726
0.022	0.0988104
0.023	0.168056
0.024	0.165998
0.025	0.194633
0.026	0.0660548
0.027	0.208876
0.028	0.199418
0.029	0.396055
0.03	0.305998
0.031	0.146627
0.032	0.0696429
0.033	0.106662
0.034	0.242355
0.035	0.0738174
0.036	0.261101
0.037	0.246359
0.038	0.181488
0.039	0.112598
0.04	0.281711
0.041	0.135616
0.042	0.457912
0.043	0.135375
0.044	0.0652351
0.045	0.344467
0.046	0.231393
0.047	0.334165
0.048	0.192726
0.049	0.292208
0.05	0.273889
0.051	0.363135
0.052	0.531184
0.053	0.286332
0.054	0.347356
0.055	0.334991
0.056	0.369495
0.057	0.464487
0.058	0.327154
0.059	0.442609
0.06	0.317377
0.061	0.183775
0.062	0.376325
0.063	0.327427
0.064	0.477834
0.065	0.434178
0.066	0.422825
0.067	0.370091
0.068	0.421425
0.069	0.391791
0.07	0.31539
0.071	0.380002
0.072	0.500518
0.073	0.622104
0.074	0.367516
0.075	0.596854
0.076	0.431579
0.077	0.377809
0.078	0.384007
0.079	0.663258
0.08	0.618873
0.081	0.510741
0.082	0.38042
0.083	0.504202
0.084	0.436237
0.085	0.401931
0.086	0.479802
0.087	0.440657
0.088	0.658635
0.089	0.405412
0.09	0.440617
0.091	0.489089
0.092	0.628721
0.093	0.475802
0.094	0.512541
0.095	0.523709
0.096	0.448009
0.097	0.557212
0.098	0.652995
0.099	0.554115
0.1	0.620893
0.101	0.800944
0.102	0.494926
0.103	0.601713
0.104	0.761822
0.105	0.533799
0.106	0.794669
0.107	0.70501
0.108	0.828677
0.109	0.791802
0.11	0.576749
0.111	0.805247
0.112	0.685554
0.113	0.532351
0.114	0.632193
0.115	0.503357
0.116	0.775925
0.117	0.478616
0.118	0.53544
0.119	0.670261
0.12	0.58479
0.121	0.864994
0.122	0.741629
0.123	0.8584
0.124	0.849437
0.125	0.713585
0.126	0.6459
0.127	0.661357
0.128	0.690651
0.129	0.844713
0.13	0.698292
0.131	0.962894
0.132	0.785782
0.133	0.647797
0.134	0.525457
0.135	0.834676
0.136	0.806223
0.137	0.559258
0.138	0.857669
0.139	0.682055
0.14	0.835847
0.141	0.730871
0.142	0.470682
0.143	0.738192
0.144	0.714588
0.145	0.805723
0.146	0.751617
0.147	0.84647
0.148	0.802171
0.149	0.918129
0.15	0.811261
0.151	0.775374
0.152	0.663504
0.153	0.674606
0.154	1.00767
0.155	0.845027
0.156	0.91295
0.157	0.776689
0.158	0.717788
0.159	0.865817
0.16	0.853528
0.161	0.908511
0.162	0.799623
0.163	0.59766
0.164	0.835389
0.165	0.891113
0.166	0.908782
0.167	0.805759
0.168	0.944004
0.169	0.81746
0.17	0.801837
0.171	0.923012
0.172	0.945106
0.173	0.903231
0.174	0.833436
0.175	0.74338
0.176	0.914149
0.177	0.82039
0.178	0.739076
0.179	0.818985
0.18	1.05205
0.181	0.908172
0.182	0.875309
0.183	0.988711
0.184	1.01511
0.185	0.921575
0.186	0.857467
0.187	0.893869
0.188	0.72217
0.189	0.851114
0.19	0.823897
0.191	0.861356
0.192	1.05081
0.193	0.824126
0.194	0.985194
0.195	0.890129
0.196	1.01755
0.197	1.03635
0.198	0.95476
0.199	0.973368
0.2	0.903225
0.201	1.07847
0.202	0.930686
0.203	1.08191
0.204	0.993487
0.205	0.964523
0.206	0.906084
0.207	0.956572
0.208	0.975954
0.209	1.04775
0.21	0.986396
0.211	0.805744
0.212	0.969995
0.213	0.847686
0.214	0.863809
0.215	1.09859
0.216	1.03555
0.217	0.818368
0.218	1.01793
0.219	0.962868
0.22	0.877137
0.221	0.833057
0.222	1.12467
0.223	1.00635
0.224	1.03121
0.225	0.976879
0.226	0.991655
0.227	0.893234
0.228	1.10785
0.229	0.875627
0.23	1.08817
0.231	1.03043
0.232	1.0383
0.233	1.00321
0.234	1.13881
0.235	0.913612
0.236	1.23728
0.237	1.00094
0.238	0.996763
0.239	1.04721
0.24	0.981207
0.241	0.846319
0.242	0.982438
0.243	0.999184
0.244	1.00836
0.245	0.971191
0.246	1.02408
0.247	0.978488
0.248	0.946193
0.249	0.991014
0.25	1.02864
0.251	1.21009
0.252	1.08245
0.253	0.810042
0.254	1.02086
0.255	1.0113
0.256	0.885352
0.257	1.05115
0.258	1.22688
0.259	1.08887
0.26	1.04425
0.261	1.01074
0.262	0.894106
0.263	0.998117
0.264	0.932456
0.265	0.991293
0.266	0.896347
0.267	1.01499
0.268	1.02795
0.269	1.02646
0.27	1.11974
0.271	0.903271
0.272	0.885033
0.273	1.07422
0.274	0.939181
0.275	1.07337
0.276	0.990358
0.277	1.01639
0.278	1.00919
0.279	1.04148
0.28	0.946672
0.281	0.831144
0.282	0.839956
0.283	0.899021
0.284	0.976952
0.285	0.974007
0.286	0.961358
0.287	0.945955
0.288	1.08377
0.289	1.08242
0.29	1.08793
0.291	0.93071
0.292	0.947647
0.293	0.943151
0.294	0.879119
0.295	1.02641
0.296	0.965017
0.297	0.809044
0.298	1.11296
0.299	1.03121
0.3	0.830615
0.301	1.15982
0.302	1.11346
0.303	0.84601
0.304	0.824239
0.305	0.814367
0.306	0.94769
0.307	1.0488
0.308	0.900131
0.309	0.915948
0.31	0.826973
0.311	0.909109
0.312	0.864701
0.313	0.928708
0.314	1.09783
0.315	0.883043
0.316	1.00151
0.317	1.03422
0.318	0.94928
0.319	0.970024
0.32	0.820089
0.321	0.909917
0.322	0.933658
0.323	0.852066
0.324	0.945857
0.325	0.921848
0.326	0.768279
0.327	1.04798
0.328	0.947164
0.329	0.904137
0.33	0.9499
0.331	0.931934
0.332	0.885167
0.333	0.913463
0.334	0.980916
0.335	0.862854
0.336	0.624674
0.337	0.798618
0.338	0.654293
0.339	0.697083
0.34	0.681847
0.341	0.881829
0.342	0.831922
0.343	0.902425
0.344	0.715051
0.345	0.795357
0.346	0.887415
0.347	0.804492
0.348	0.942427
0.349	0.934699
0.35	0.763429
0.351	0.667809
0.352	0.622525
0.353	0.834947
0.354	0.800332
0.355	0.861458
0.356	0.817898
0.357	0.731691
0.358	0.682161
0.359	0.782362
0.36	0.862519
0.361	0.687125
0.362	0.866704
0.363	0.726287
0.364	0.867558
0.365	0.76457
0.366	1.02651
0.367	0.477615
0.368	0.716487
0.369	0.647462
0.37	0.687493
0.371	0.622143
0.372	0.72332
0.373	0.692932
0.374	0.659561
0.375	0.584386
0.376	0.819874
0.377	0.618974
0.378	0.762517
0.379	0.837328
0.38	0.670289
0.381	0.731666
0.382	0.732698
0.383	0.522662
0.384	0.673573
0.385	0.433892
0.386	0.657365
0.387	0.5369
0.388	0.694219
0.389	0.48113
0.39	0.738169
0.391	0.717013
0.392	0.479145
0.393	0.550801
0.394	0.738816
0.395	0.691253
0.396	0.520917
0.397	0.623189
0.398	0.6209
0.399	0.662528
0.4	0.386991
0.401	0.686547
0.402	0.499925
0.403	0.527213
0.404	0.521936
0.405	0.607085
0.406	0.524016
0.407	0.72144
0.408	0.487258
0.409	0.656467
0.41	0.480176
0.411	0.354302
0.412	0.467349
0.413	0.675549
0.414	0.548544
0.415	0.628135
0.416	0.437677
0.417	0.677216
0.418	0.550099
0.419	0.419033
0.42	0.41631
0.421	0.524126
0.422	0.500667
0.423	0.437462
0.424	0.42934
0.425	0.30789
0.426	0.741591
0.427	0.364346
0.428	0.378469
0.429	0.533736
0.43	0.391401
0.431	0.405509
0.432	0.402426
0.433	0.399517
0.434	0.331743
0.435	0.264941
0.436	0.382789
0.437	0.283376
0.438	0.324285
0.439	0.395817
0.44	0.15359
0.441	0.517693
0.442	0.515874
0.443	0.366336
0.444	0.300106
0.445	0.335672
0.446	0.382766
0.447	0.396031
0.448	0.371455
0.449	0.314892
0.45	0.215804
0.451	0.39693
0.452	0.331747
0.453	0.203638
0.454	0.379198
0.455	0.0838333
0.456	0.388202
0.457	0.212331
0.458	0.257675
0.459	0.301071
0.46	0.242581
0.461	0.334045
0.462	0.278519
0.463	0.169304
0.464	0.394048
0.465	0.234132
0.466	0.399148
0.467	0.322352
0.468	0.121706
0.469	0.239755
0.47	0.0819231
0.471	0.155178
0.472	0.0804564
0.473	0.149583
0.474	0.231666
0.475	0.060565
0.476	0.129954
0.477	-0.0234307
0.478	0.151239
0.479	0.240032
0.48	0.177348
0.481	-0.0507553
0.482	0.176444
0.483	0.291603
0.484	-0.056824
0.485	-0.0165862
0.486	0.0183222
0.487	0.00517172
0.488	0.0427257
0.489	0.063232
0.49	0.100424
0.491	0.0276676
0.492	-0.00285924
0.493	0.0176679
0.494	0.0653667
0.495	-0.0724247
0.496	0.0209221
0.497	0.0202668
0.498	0.164725
0.499	-0.0380803
0.5	0.0565366
0.501	-0.120514
0.502	0.036772
0.503	0.0493943
0.504	-0.135314
0.505	-0.0816951
0.506	0.111299
0.507	-0.00526443
0.508	-0.144027
0.509	0.0132103
0.51	0.147268
0.511	-0.0621491
0.512	-0.336744
0.513	-0.126337
0.514	-0.0663587
0.515	0.0140105
0.516	-0.132294
0.517	-0.315615
0.518	-0.0220274
0.519	-0.134315
0.52	-0.24257
0.521	-0.179636
0.522	-0.217953
0.523	-0.0692943
0.524	-0.0954455
0.525	-0.0913632
